AE,CBU,UNC,NDSU,SDSU,UVU,WYO,ASU,ISU,MU,UNI,OU,OSU,WWU
CBU,UNC,MU,AF,AF,NDSU,AF,ISU,MU,OU,ISU,ISU,MU,OU
UNC,WYO,WYO,CBU,CBU,SDSU,NDSU,WWU,UNI,OSU,WWU,UNI,UNI,OSU
UVU,UNI,SDSU,UNC,NDSU,WYO,SDSU,OSU,WWU,UNC,ASU,ASU,MU
OSU,WWU,ASU,ISU,UNI,MU,OU,CBU,SDSU,MU,NDSU,AF,UVU,WYO
